0.49626,0.00020
0.49621,0.00030
0.49626,0.00038
0.49625,0.00033
0.49629,0.00022
0.49625,0.00041
0.49626,0.00021
0.49625,0.00027
0.49627,0.00065
0.49635,0.00092
0.49626,0.00034
0.49625,0.00021
0.49631,0.00070
0.49628,0.00028
0.49632,0.00074
0.49629,0.00030
0.49626,0.00061
0.49631,0.00035
0.49633,0.00035
0.49627,0.00032
0.49624,0.00022
0.49631,0.00032
0.49630,0.00038
0.49626,0.00041
0.49623,0.00032
0.49661,0.00162
0.49625,0.00021
0.49630,0.00052
0.49621,0.00037
0.49624,0.00040
0.49626,0.00044
0.49628,0.00038
0.49629,0.00057
0.49646,0.00124
0.49621,0.00030
0.49623,0.00023
0.49626,0.00027
0.49627,0.00025
0.49630,0.00054
0.49631,0.00059
0.49630,0.00084
0.49622,0.00044
0.49628,0.00042
0.49659,0.00143
0.49635,0.00059
0.49625,0.00029
0.49625,0.00045
0.49627,0.00042
0.49626,0.00033
0.49629,0.00037
0.49629,0.00060
0.49627,0.00021
0.49630,0.00046
0.49630,0.00025
0.49628,0.00046
0.49639,0.00114
0.49621,0.00027
0.49629,0.00045
0.49622,0.00036
0.49636,0.00076
0.49629,0.00036
0.49620,0.00028
0.49628,0.00042
0.49629,0.00020
0.49639,0.00087
0.49635,0.00092
0.49627,0.00027
0.49627,0.00032
0.49639,0.00105
0.49627,0.00041
0.49631,0.00030
0.49619,0.00034
0.49629,0.00063
0.49628,0.00054
0.49624,0.00021
0.49620,0.00036
0.49625,0.00024
0.49620,0.00030
0.49627,0.00028
0.49626,0.00026
0.49625,0.00034
0.49626,0.00020
0.49626,0.00036
0.49629,0.00040
0.49628,0.00035
0.49624,0.00037
0.49629,0.00058
0.49625,0.00026
0.49626,0.00047
0.49626,0.00044
0.49628,0.00032
0.49621,0.00040
0.49627,0.00033
0.49641,0.00103
0.49627,0.00044
0.49631,0.00053
0.49624,0.00048
0.49632,0.00058
0.49623,0.00022
0.49624,0.00037
0.49630,0.00020
0.49635,0.00068
0.49652,0.00157
0.49625,0.00023
0.49629,0.00027
0.49630,0.00066
0.49631,0.00067
0.49633,0.00049
0.49621,0.00024
0.49624,0.00039
0.49631,0.00040
0.49625,0.00022
0.49628,0.00056
0.49627,0.00019
0.49628,0.00026
0.49624,0.00042
0.49623,0.00024
0.49628,0.00043
0.49622,0.00037
0.49633,0.00077
0.49625,0.00028
0.49620,0.00045
0.49629,0.00033
0.49617,0.00036
0.49637,0.00081
0.49627,0.00031
0.49624,0.00024
0.49620,0.00036
0.49627,0.00048
0.49627,0.00040
0.49626,0.00023
0.49637,0.00095
0.49625,0.00025
0.49631,0.00028
0.49622,0.00037
0.49632,0.00042
0.49623,0.00035
0.49637,0.00079
0.49631,0.00046
0.49635,0.00098
0.49628,0.00039
0.49623,0.00029
0.49633,0.00080
0.49629,0.00024
0.49646,0.00118
0.49631,0.00053
0.49626,0.00020
0.49626,0.00033
0.49639,0.00099
0.49622,0.00024
0.49626,0.00045
0.49629,0.00030
0.49626,0.00026
0.49623,0.00037
0.49621,0.00068
0.49625,0.00022
0.49628,0.00094
0.49625,0.00031
0.49628,0.00055
0.49622,0.00036
0.49626,0.00028
0.49620,0.00052
0.49651,0.00163
0.49625,0.00024
0.49633,0.00072
0.49653,0.00136
0.49630,0.00026
0.49623,0.00022
0.49620,0.00047
0.49644,0.00099
0.49629,0.00048
0.49627,0.00055
0.49623,0.00032
0.49641,0.00092
0.49634,0.00095
0.49631,0.00049
0.49634,0.00067
0.49624,0.00020
0.49631,0.00067
0.49627,0.00020
0.49627,0.00030
0.49623,0.00034
0.49634,0.00066
0.49626,0.00039
0.49629,0.00046
0.49625,0.00029
0.49621,0.00032
0.49624,0.00024
0.49625,0.00021
0.49630,0.00057
0.49626,0.00021
0.49622,0.00030
0.49624,0.00030
0.49635,0.00096
0.49629,0.00058
0.49621,0.00029
0.49628,0.00029
0.49635,0.00064
0.49629,0.00043
0.49633,0.00104
0.49628,0.00049
0.49624,0.00022
0.49619,0.00066
0.49625,0.00021
0.49630,0.00056
0.49644,0.00113
0.49640,0.00105
0.49624,0.00030
0.49627,0.00068
0.49629,0.00039
0.49623,0.00046
0.49629,0.00068
0.49626,0.00021
0.49631,0.00029
0.49625,0.00021
0.49622,0.00034
0.49626,0.00036
0.49630,0.00048
0.49625,0.00036
0.49644,0.00129
0.49624,0.00038
0.49626,0.00034
0.49629,0.00042
0.49627,0.00050
0.49630,0.00040
0.49625,0.00021
0.49627,0.00035
0.49627,0.00034
0.49626,0.00021
0.49631,0.00058
0.49628,0.00042
0.49627,0.00048
0.49635,0.00068
0.49633,0.00065
0.49626,0.00048
0.49626,0.00032
0.49629,0.00045
0.49622,0.00033
0.49622,0.00028
0.49629,0.00039
0.49623,0.00024
0.49634,0.00110
0.49628,0.00044
0.49627,0.00030
0.49626,0.00045
0.49628,0.00053
0.49627,0.00052
0.49626,0.00024
0.49630,0.00035
0.49626,0.00043
0.49628,0.00039
0.49627,0.00051
0.49628,0.00020
0.49627,0.00051
0.49632,0.00038
0.49621,0.00030
0.49635,0.00081
0.49629,0.00021
0.49629,0.00049
0.49627,0.00073
0.49633,0.00071
0.49626,0.00048
0.49633,0.00068
0.49630,0.00048
0.49628,0.00030
0.49621,0.00033
0.49634,0.00074
0.49636,0.00087
0.49625,0.00024
0.49622,0.00036
0.49621,0.00023
0.49632,0.00038
0.49627,0.00043
0.49623,0.00029
0.49629,0.00034
0.49622,0.00028
0.49626,0.00028
0.49636,0.00078
0.49632,0.00026
0.49630,0.00023
0.49619,0.00046
0.49624,0.00026
0.49626,0.00022
0.49653,0.00158
0.49624,0.00021
0.49625,0.00032
0.49623,0.00031
0.49630,0.00071
0.49626,0.00026
0.49623,0.00022
0.49627,0.00065
0.49626,0.00034
0.49628,0.00025
0.49626,0.00020
0.49628,0.00062
0.49625,0.00045
0.49624,0.00042
0.49618,0.00043
0.49626,0.00022
0.49636,0.00083
0.49633,0.00076
0.49629,0.00056
0.49630,0.00050
0.49626,0.00027
0.49622,0.00032
0.49625,0.00047
0.49627,0.00025
0.49630,0.00070
0.49627,0.00086
0.49625,0.00041
0.49626,0.00035
0.49627,0.00026
0.49620,0.00042
0.49630,0.00075
0.49626,0.00049
0.49624,0.00025
0.49622,0.00022
0.49629,0.00042
0.49628,0.00050
0.49630,0.00020
0.49621,0.00042
0.49621,0.00031
0.49625,0.00042
0.49631,0.00078
0.49626,0.00022
0.49655,0.00166
0.49639,0.00097
0.49624,0.00021
0.49649,0.00147
0.49629,0.00076
0.49634,0.00082
0.49625,0.00031
0.49626,0.00039
0.49626,0.00033
0.49627,0.00036
0.49638,0.00106
0.49627,0.00029
0.49623,0.00034
0.49623,0.00026
0.49638,0.00104
0.49645,0.00117
0.49625,0.00046
0.49635,0.00105
0.49635,0.00051
0.49630,0.00056
0.49629,0.00045
0.49626,0.00022
0.49637,0.00106
0.49630,0.00023
0.49627,0.00030
0.49622,0.00028
0.49622,0.00030
0.49627,0.00037
0.49627,0.00040
0.49625,0.00047
0.49623,0.00023
0.49629,0.00033
0.49630,0.00056
0.49623,0.00043
0.49632,0.00062
0.49625,0.00029
0.49622,0.00031
0.49630,0.00038
0.49618,0.00042
0.49625,0.00043
0.49628,0.00034
0.49623,0.00036
0.49635,0.00061
0.49626,0.00032
0.49628,0.00048
0.49627,0.00037
0.49631,0.00021
0.49632,0.00043
0.49626,0.00051
0.49626,0.00031
0.49626,0.00026
0.49624,0.00036
0.49624,0.00040
0.49620,0.00026
0.49649,0.00116
0.49625,0.00058
0.49630,0.00046
0.49626,0.00060
0.49624,0.00036
0.49649,0.00128
0.49630,0.00026
0.49621,0.00031
0.49651,0.00141
0.49629,0.00036
0.49625,0.00024
0.49625,0.00033
0.49629,0.00036
0.49628,0.00041
0.49630,0.00066
0.49622,0.00032
0.49629,0.00037
0.49636,0.00075
0.49631,0.00046
0.49630,0.00062
0.49629,0.00069
0.49632,0.00028
0.49627,0.00057
0.49628,0.00036
0.49627,0.00061
0.49632,0.00034
0.49628,0.00080
0.49626,0.00056
0.49623,0.00021
0.49627,0.00027
0.49628,0.00027
0.49628,0.00042
0.49631,0.00058
0.49629,0.00037
0.49628,0.00040
0.49617,0.00034
0.49619,0.00041
0.49625,0.00026
0.49655,0.00164
0.49631,0.00066
0.49627,0.00048
0.49631,0.00063
0.49629,0.00037
0.49621,0.00033
0.49626,0.00043
0.49629,0.00040
0.49630,0.00054
0.49626,0.00057
0.49630,0.00060
0.49624,0.00027
0.49634,0.00045
0.49625,0.00041
0.49631,0.00067
0.49628,0.00019
0.49621,0.00036
0.49626,0.00039
0.49634,0.00069
0.49627,0.00062
0.49627,0.00021
0.49623,0.00049
0.49625,0.00033
0.49622,0.00028
0.49626,0.00039
0.49625,0.00024
0.49631,0.00019
0.49625,0.00024
0.49627,0.00067
0.49629,0.00052
0.49630,0.00019
0.49641,0.00102
0.49625,0.00021
0.49625,0.00025
0.49626,0.00058
0.49624,0.00023
0.49628,0.00047
0.49621,0.00034
0.49627,0.00047
0.49653,0.00148
0.49625,0.00032
0.49630,0.00034
0.49628,0.00051
0.49628,0.00065
0.49628,0.00066
0.49631,0.00033
0.49623,0.00022
0.49649,0.00136
0.49631,0.00076
0.49624,0.00024
0.49631,0.00050
0.49633,0.00023
0.49624,0.00027
0.49629,0.00045
0.49627,0.00023
0.49628,0.00030
0.49628,0.00032
0.49626,0.00042
0.49622,0.00033
0.49625,0.00020
0.49621,0.00028
0.49625,0.00022
0.49622,0.00027
0.49628,0.00045
0.49620,0.00041
0.49622,0.00026
0.49631,0.00071
0.49632,0.00044
0.49624,0.00037
0.49628,0.00044
0.49627,0.00030
0.49622,0.00031
0.49624,0.00031
0.49626,0.00023
0.49624,0.00031
0.49628,0.00057
0.49627,0.00040
0.49623,0.00034
0.49627,0.00038
0.49630,0.00027
0.49625,0.00020
0.49631,0.00024
0.49624,0.00027
0.49626,0.00035
0.49620,0.00044
0.49627,0.00038
0.49628,0.00043
0.49630,0.00047
0.49623,0.00030
0.49630,0.00062
0.49630,0.00061
0.49619,0.00060
0.49626,0.00030
0.49633,0.00080
0.49626,0.00022
0.49628,0.00051
0.49617,0.00062
0.49624,0.00047
0.49631,0.00031
0.49624,0.00030
0.49626,0.00044
0.49624,0.00025
0.49623,0.00021
0.49647,0.00146
0.49626,0.00024
0.49622,0.00036
0.49621,0.00028
0.49636,0.00080
0.49627,0.00026
0.49632,0.00081
0.49633,0.00043
0.49620,0.00056
0.49629,0.00036
0.49624,0.00022
0.49621,0.00046
0.49625,0.00023
0.49650,0.00138
0.49621,0.00031
0.49625,0.00041
0.49646,0.00127
0.49633,0.00064
0.49623,0.00037
0.49634,0.00077
0.49626,0.00037
0.49626,0.00072
0.49623,0.00022
0.49636,0.00082
0.49625,0.00033
0.49628,0.00051
0.49642,0.00117
0.49624,0.00021
0.49626,0.00022
0.49624,0.00061
0.49629,0.00054
0.49627,0.00030
0.49624,0.00021
0.49627,0.00043
0.49628,0.00048
0.49626,0.00022
0.49623,0.00040
0.49624,0.00038
0.49626,0.00021
0.49627,0.00031
0.49628,0.00029
0.49624,0.00025
0.49639,0.00088
0.49629,0.00052
0.49624,0.00039
0.49624,0.00023
0.49621,0.00032
0.49627,0.00035
0.49629,0.00069
0.49631,0.00062
0.49624,0.00028
0.49627,0.00025
0.49631,0.00061
0.49627,0.00046
0.49629,0.00079
0.49624,0.00043
0.49628,0.00036
0.49628,0.00027
0.49634,0.00060
0.49625,0.00025
0.49624,0.00034
0.49631,0.00066
0.49629,0.00062
0.49624,0.00036
0.49637,0.00084
0.49628,0.00037
0.49628,0.00056
0.49622,0.00034
0.49625,0.00021
0.49621,0.00027
0.49625,0.00034
0.49628,0.00076
0.49627,0.00042
0.49628,0.00020
0.49630,0.00034
0.49630,0.00044
0.49626,0.00035
0.49628,0.00061
0.49630,0.00065
0.49634,0.00053
0.49625,0.00021
0.49629,0.00071
0.49626,0.00021
0.49627,0.00042
0.49625,0.00074
0.49626,0.00026
0.49632,0.00028
0.49625,0.00021
0.49631,0.00046
0.49630,0.00043
0.49622,0.00031
0.49622,0.00039
0.49629,0.00063
0.49641,0.00095
